2.778200000000000000e+05,1.000000000000000056e-01,1.913595948366264565e-09,2.579705750639691431e+00,2.692333425600553637e-02,4.902517199310036489e+00,4.805760985827560600e-08,7.154940436038520000e+15,3.749567888050216787e-03,1.323376523969667590e-03,4.083312270085575832e-03,1.047413160238123605e-10,5.197368615761363281e+12
5.628580000000000000e+05,1.000000000000000056e-01,1.923681436366564412e-09,2.438402659859440824e+00,2.124760242407408850e-01,4.601495578793035612e+00,5.229488745220128389e-08,6.799853984017473000e+15,3.484349050376325807e-03,1.273113909053063273e-03,3.901714887966375046e-03,1.120697103743058910e-10,5.382609345751601562e+12
5.573300000000000000e+05,1.000000000000000056e-01,1.918888159480047761e-09,2.611065688833712706e+00,1.582110503916084598e-01,3.683374880208480917e+00,4.719443615650587958e-08,7.110214063086182000e+15,3.875512153437436162e-03,1.428394170755853182e-03,7.060122095208911340e-03,1.050358267534798290e-10,5.691255218086568359e+12
6.603720000000000000e+05,1.000000000000000056e-01,1.917918712734945075e-09,2.070930165239041276e+00,8.282763998167391728e-02,4.847775803950699292e+00,6.681422385528738280e-08,6.390966137803520000e+15,2.718551265799160066e-03,8.317455059839432745e-04,3.530585373809247592e-03,1.316040747236557044e-10,4.157769543177275879e+12
3.644170000000000000e+05,1.000000000000000056e-01,1.915608116576095199e-09,2.297885852633273274e+00,1.335964098228077379e-01,1.045990130329324153e+01,5.716425486109658248e-08,6.694716000634743000e+15,3.137717386294526685e-03,9.713165049826792165e-04,6.404912902655872375e-03,1.171014410835290727e-10,4.687246962804768555e+12
2.853380000000000000e+05,1.000000000000000056e-01,1.911950597843770083e-09,2.295694686521017935e+00,1.383019822517853881e-01,2.267280816567120993e+01,5.724610294560290055e-08,6.687163344687853000e+15,3.027527059469158240e-03,9.986795344952867186e-04,1.413454206093562975e-02,1.131768108510100549e-10,4.537399764055902344e+12
6.078980000000000000e+05,1.000000000000000056e-01,1.914877367781286921e-09,3.252287889494648976e+00,2.302076336946157764e-01,1.392589237556412485e+01,3.394963276769205078e-08,7.820762098456756000e+15,6.085456540014478818e-03,6.660640769061159814e-04,1.413267303021304919e-02,9.519850311202276980e-11,7.042673820187882812e+12
4.057590000000000000e+05,1.000000000000000056e-01,1.924863379798580354e-09,2.291986345830544725e+00,2.192111249507491810e-01,5.575304613622613203e+00,5.738510198434798928e-08,6.582498522634390000e+15,3.102734179979914440e-03,1.139433243173322650e-03,4.989722709882388370e-03,1.164667587997787188e-10,4.957484105029322266e+12
4.306220000000000000e+05,1.000000000000000056e-01,1.911578673130520656e-09,3.930388689726953988e+00,1.107115539890655281e-01,6.173161093004372546e+00,2.556052114776359324e-08,8.777180777036012000e+15,4.507767371332450923e-02,2.703389723754462751e-02,1.528811369747278548e-01,4.404539151902671860e-10,7.423081600608431250e+13
4.670420000000000000e+05,1.000000000000000056e-01,1.912235036982679048e-09,3.134921125133351527e+00,1.181065712624115166e-01,1.334622828808428707e+01,3.587388920264139804e-08,7.834960239264941000e+15,5.691985224111749224e-03,4.727499729800516484e-03,1.941368437121472265e-02,9.771512313031775144e-11,1.015332021906948633e+13
7.000000000000000000e+03,9.000000000000000222e-01,9.999611377716064453e-01,6.140858808862659224e-01,7.346338487979754417e-01,1.724715726789145265e+02,4.137855687844273308e-07,2.369295657829849500e+15,1.236938655878925316e-03,5.550583727393507616e-04,1.281818306985273506e-02,1.249876522962765571e-09,1.301020116503588379e+12
1.900000000000000000e+04,9.000000000000000222e-01,9.999611377716064453e-01,1.355370336787807162e+00,8.389126641806576856e-01,1.774676241150096985e+02,1.261913958842253947e-07,2.823700969684180000e+15,1.502581099366498115e-03,3.702792876698370581e-04,1.217741517476736250e-02,2.105520016210908353e-10,3.223476167804554688e+12
1.200000000000000000e+04,9.000000000000000222e-01,9.999607801437377930e-01,7.146343172118015952e-01,5.192019403055790905e-01,1.780544395098882831e+02,3.296024827010975254e-07,3.219658730045408000e+15,5.982828619136736819e-04,3.662843505803509148e-04,5.048902878159308022e-02,4.135099643906385329e-10,1.601016707098757568e+12
1.300000000000000000e+04,9.000000000000000222e-01,9.999612569808959961e-01,2.144792328349964361e+00,8.283414217614673003e-01,2.363076218464142286e+00,6.339269844362745145e-08,3.656218962397296000e+15,2.812593927555429550e-03,5.488412088637657999e-04,1.108957575482037543e-02,1.251282957394654916e-10,5.984003112416637695e+12
1.500000000000000000e+04,9.000000000000000222e-01,9.999612569808959961e-01,8.273417666192033337e-01,6.922236841329898471e-01,1.873667876645632502e+00,2.645993646424298056e-07,2.925281937366243000e+15,6.585666786233713337e-04,3.382564805407011930e-04,3.567732080176307542e-03,3.157629255811542012e-10,1.817145016885063721e+12
5.000000000000000000e+03,9.000000000000000222e-01,9.999611377716064453e-01,1.521091923297059090e+01,9.036503954112383719e-01,1.759676767055710229e+02,3.382836069991769907e-09,7.433476927608163000e+15,1.011663202816478702e+00,3.675721690972819176e-03,3.470068356760843131e-01,3.160505211519127991e-10,1.056640379870203594e+14
1.600000000000000000e+04,9.000000000000000222e-01,9.999611377716064453e-01,9.263510819032616528e-01,8.705532597073418755e-01,1.793987702880073982e+02,2.233367352257458228e-07,2.110545611655583750e+15,2.885092442114370846e-03,5.193054674273033140e-04,7.836297530115502591e-03,1.040385120025300702e-09,2.278220485610934082e+12
1.600000000000000000e+04,9.000000000000000222e-01,9.999612569808959961e-01,7.506144860914689687e-01,6.205231816642615694e-01,7.273663807996578745e-01,3.061897830034559717e-07,3.027663009286647000e+15,5.274074171364428196e-04,3.289718874338957424e-04,2.929507310894666205e-02,3.227507114131549511e-10,1.617954888282401123e+12
2.000000000000000000e+03,9.000000000000000222e-01,9.999612569808959961e-01,8.285409254215341246e-01,7.116125752320644482e-01,2.587215439374417891e-01,2.640251646105498678e-07,2.849880330079931500e+15,6.898970173322976776e-04,3.368377086264284109e-04,3.055848152063085112e-03,3.296259313310215901e-10,1.759154358029777832e+12
1.800000000000000000e+04,9.000000000000000222e-01,9.999610185623168945e-01,6.791043132919132308e-01,6.694007321689293688e-01,1.781664817615249206e+02,3.558048158065287773e-07,2.728212854676160500e+15,6.937369481920100701e-04,3.474207023122211058e-04,1.802927105581822453e-02,5.453234407492199310e-10,1.928140971221011230e+12
1.566000000000000000e+03,8.000000000000000444e-01,9.999612569808959961e-01,2.861412470377739936e-01,6.083137100398138264e-01,3.806406501890066352e+01,1.300934456979982558e-06,1.891997848151173500e+15,1.023245642092615723e-03,1.507646337546816526e-03,2.106569743625248681e-02,6.975692056498697501e-09,7.941070461132368164e+11
1.620000000000000000e+03,8.000000000000000444e-01,9.999543428421020508e-01,1.469622560087597174e+00,4.609070579157856229e-01,1.197946482957899050e+01,1.117655543097728328e-07,4.794294867232390000e+15,1.618512273571238048e-03,5.573003713442882664e-04,7.631550057151432857e-03,1.843662647267861870e-10,3.097343383277438965e+12
1.862000000000000000e+03,8.000000000000000444e-01,9.999611377716064453e-01,1.668574732077040323e+00,5.066671597468416222e-01,6.137834795468096516e+00,9.238436623537327002e-08,4.962837713174264000e+15,2.087434733026614225e-03,7.290043031116222837e-04,4.440702298339039601e-03,1.730710553152826545e-10,3.502207713651137695e+12
1.981000000000000000e+03,8.000000000000000444e-01,9.998961687088012695e-01,1.928614945581586859e+00,5.796880511995875507e-01,3.981002536761086219e+01,7.434442861225992328e-08,5.042814245278977000e+15,2.155068744448140287e-03,5.822339442903995974e-04,1.244590498521193356e-02,1.243236007708431770e-10,4.026446351101200195e+12
2.101000000000000000e+03,8.000000000000000444e-01,9.999612569808959961e-01,1.998144074892650002e+00,7.485080636498224749e-01,1.161403891101658648e+00,7.049812512861519383e-08,4.177217367852230500e+15,3.176360789893190387e-03,9.448487676553545163e-04,1.450408314233417491e-02,1.684085295800784351e-10,7.865735027636208984e+12
2.102000000000000000e+03,8.000000000000000444e-01,9.997305274009704590e-01,1.246334461103814961e+00,2.103890711214846387e-01,6.890740848270651497e+01,1.431080835555162849e-07,4.863681942555759000e+15,8.352701185701194792e-04,5.577814984185405214e-04,2.339694461149539884e-02,1.438343051393906668e-10,1.698949800418597168e+12
2.135000000000000000e+03,8.000000000000000444e-01,2.224107564785526847e-09,2.432562115720996232e+00,5.232433515210662689e-01,2.360462783260288688e+01,5.248353143130596865e-08,5.922992936940307000e+15,4.864638698487732185e-03,2.711272256948434999e-03,1.739290471963399892e-02,1.572219937030207068e-10,1.610184655070367383e+13
2.201000000000000000e+03,8.000000000000000444e-01,9.999612569808959961e-01,1.918190541469278365e+00,6.896913786221332554e-01,2.593869820653697644e+00,7.495145334796490279e-08,4.469147858213348500e+15,2.983736714223800181e-03,9.001133939065247141e-04,1.430713882784208054e-03,1.749421421258899886e-10,7.114109602065226562e+12
2.340000000000000000e+03,8.000000000000000444e-01,9.999612569808959961e-01,3.828250547933284564e-01,3.853574898524222969e-01,8.340186930025303980e+00,8.406504344338118808e-07,2.544317183717518500e+15,2.190124553182712960e-04,2.868835284461602412e-04,3.308305402704161784e-03,7.212397006780640302e-10,7.804340349647600098e+11
